"ID","cntry","cntry_code","year","gdppc","gdppc_lag2","gdppc_lag1","pop","unemp","lifeexp","popden","rural","tourarriv","export","import","grossexp","inflation","fertility","industry","biz","evecount","gdppcgr","gdppcgr_lag2","gdppcgr_lag1","TreatBRA","TreatGBR","TreatCAN","TreatZAF","expimp"
17,"Israel","ISR",2013,36868.80725,35928.2255,36067.17198,8059500,6.208000183,82.05609756,372.4353,7.969,2962000,33.67121,31.88248,98.21127,2.308,3.03,20.62212,4.046731558,0,2.222617474,2.864800981,0.3867335,0,0,0,0,1.05610385390346
18,"Italy","ITA",2013,40451.68973,43087.84585,41690.91198,60233948,12.14900017,82.6902439,204.7799,31.021,47704000,28.63324,26.23434,97.60109,1.14761,1.39,21.17246,0.912122176,1,-2.9724038,0.53428744,-3.24206012,0,0,0,0,1.09144121788465
19,"Japan","JPN",2013,38956.48264,37515.71387,38137.4684,127445000,4,83.33195122,349.5858,8.774,10364000,15.9154,18.23212,102.3167,-0.33318,1.43,26.93763,0.206536579,3,2.147531753,0.069762808,1.657317593,0,0,0,0,0.872931946476877
20,"Korea, Rep.","KOR",2013,34932.88833,33515.97934,34104.53463,50428893,3.099999905,81.27073171,517.6123,18.221,12176000,51.29207,46.66003,95.02059,0.853334,1.187,34.44783,0.931328035,2,2.696150961,2.891411994,1.865599496,0,0,0,0,1.09927211791334
21,"Latvia","LVA",2013,24732.01859,22679.49014,23911.87409,2012647,11.86699963,73.98292683,32.36287,32.075,1536000,60.26062,63.80793,103.5473,1.637717,1.52,20.37801,3.267921182,0,3.429862914,8.238048179,5.433913825,0,0,0,0,0.944406439763835
22,"Lithuania","LTU",2013,28644.14531,26019.19801,27381.38053,2957689,11.77000046,73.91463415,47.19089,33.014,2012000,78.79124,77.33862,98.54738,1.353651,1.59,27.35116,1.537862169,0,4.611764467,8.447433601,5.235297862,0,0,0,0,1.01878259529327
23,"Luxembourg","LUX",2013,106914.9503,108505.455,105557.2657,543360,5.84800005,81.8,223.6049,10.426,945000,190.6286,158.6134,67.98477,1.695923,1.55,10.90497,25.92068164,0,1.286206698,0.28527751,-2.717088527,0,0,0,0,1.2018442325806
24,"Mexico","MEX",2013,18628.19128,18213.42491,18622.707,118827161,4.914000034,74.93,61.12666,21.301,24151000,31.30565,32.45922,101.1536,1.529731,2.27,31.85632,3.693839776,0,0.029449417,2.227160852,2.247145121,0,0,0,0,0.964460945149021
25,"Netherlands","NLD",2013,51883.12437,52841.76745,52104.139,16804432,7.243000031,81.30487805,498.7958,10.813,12783000,79.88048,69.66885,89.78838,1.279987,1.68,19.33416,37.48073486,1,-0.424178634,1.078628214,-1.395919351,0,0,0,0,1.14657382747096
26,"New Zealand","NZL",2013,38458.46311,37162.53485,37782.06214,4442100,6.264999866,81.40731707,16.87023,13.779,2629000,28.82274,27.21222,98.38895,4.290164,2.01,20.34127,-0.036427264,0,1.843275901,1.58128744,1.680598516,0,0,0,0,1.05918370496784
27,"Norway","NOR",2013,60806.46811,60097.15496,60916.24897,5079623,3.423000097,81.75121951,13.91209,19.714,4778000,39.19717,28.34945,89.15227,2.555196,1.78,35.63947,-0.261803344,1,-0.180216051,-0.319991952,1.362949722,0,0,0,0,1.38264304951242
28,"Poland","POL",2013,25933.88602,25157.85946,25562.43547,38040196,10.32600021,77,124.2291,39.471,15800000,46.31983,44.37203,98.0522,0.289943,1.29,28.62197,0.151649742,1,1.453110959,4.960782917,1.608149565,0,0,0,0,1.04389702251621
29,"Portugal","PRT",2013,30080.51146,31344.01646,30194.46474,10457295,16.18300056,80.72195122,114.1561,37.648,9177000,39.6065,38.50793,98.90142,2.248655,1.21,18.86789,6.955539735,1,-0.377397357,-1.551469281,-3.66753217,0,0,0,0,1.02852840960291
30,"Slovak Republic","SVK",2013,27398.75489,26784.06985,27245.43833,5413393,14.22099972,76.41219512,112.5726,45.86,1670000,93.61536,88.01197,94.39661,0.511053,1.34,28.77779,1.016878913,0,0.562723799,2.731898641,1.722548067,0,0,0,0,1.0636662263099
31,"Slovenia","SVN",2013,32376.96033,33716.91778,32758.1081,2059953,10.10200024,80.32195122,102.2817,46.668,2502000,74.21647,69.53988,95.32341,1.600356,1.55,27.48896,0.214914547,0,-1.163521933,0.652024557,-2.843704993,0,0,0,0,1.06725047555446
32,"Spain","ESP",2013,35441.62692,36957.13476,35840.13295,46620045,26.09399986,83.07804878,93.20095,20.867,60675000,32.96258,29.03372,96.07114,0.39844,1.27,20.27955,3.496806342,0,-1.111898854,-1.166192626,-3.02242537,0,0,0,0,1.13532058585672
33,"Sweden","SWE",2013,49056.78432,49618.30289,48941.82797,9600379,8.052000046,81.95609756,23.56847,14.064,5229000,42.52681,38.28886,96.00248,0.932148,1.89,22.06834,0.224427167,0,0.333984863,2.418988511,-1.321002324,0,0,0,0,1.11068362965103
34,"Switzerland","CHE",2013,65251.28461,64845.09538,64805.70177,8089346,4.747000217,82.79756098,204.7106,26.326,8967000,71.92494,59.87161,87.94666,0.025327,1.52,25.53251,-3.620379777,1,0.687571601,0.568370352,-0.060803479,0,0,0,0,1.20131962377494
35,"Turkey","TUR",2013,24117.00136,21931.00022,22609.25155,75928564,8.732000351,75.784,98.65593,27.469,37795000,22.27226,28.07807,105.8058,6.268814,2.117,27.69614,1.426813984,0,6.668729517,9.423771175,3.092660213,0,0,0,0,0.793226172596621
36,"United Kingdom","GBR",2013,43422.98952,42469.65432,42799.10618,64128273,7.525000095,81.00487805,265.0695,17.898,31063000,29.9526,31.22923,101.2766,1.895596,1.83,18.81703,1.955230732,2,1.457701803,0.749697186,0.775734728,0,1,0,0,0.959120669962084
37,"United States","USA",2013,56350.64597,54884.70737,55712.70583,315993715,7.375,78.74146341,34.54457,18.701,71642910,13.54452,16.46848,102.924,1.754916,1.8575,19.2582,1.716613577,3,1.145053237,0.822277548,1.508614155,0,0,0,0,0.822451130887611
38,"Brazil","BRA",2013,15800.03897,15318.30631,15473.71202,201035903,6.975999832,74.483,24.05271,14.791,5813000,11.74223,14.04375,102.3015,7.50454,1.764,21.22483,3.041524491,0,2.108911835,3.026406873,1.014509775,1,0,0,0,0.836117846016911
39,"China","CHN",2013,11056.8776,9605.97506,10310.60983,1357380000,4.590000153,75.321,144.5835,46.987,55686000,24.59926,22.14512,98.22039,2.161019,1.647,44.1767,3.039875621,2,7.237862515,9.027255945,7.33538001,0,0,0,0,1.11082080386108
40,"India","IND",2013,4807.006417,4389.384834,4572.224652,1280846129,5.671000004,67.931,430.7986,67.997,6968000,25.43086,28.41327,101.9641,6.186504,2.381,28.4049,1.516275965,0,5.134956907,3.893930345,4.165499831,0,0,0,0,0.895034608828903
41,"Indonesia","IDN",2013,9455.373396,8678.73311,9078.500227,251806402,4.335999966,70.179,138.999,48.045,8802000,23.92358,24.7138,100.1785,4.96599,2.436,42.63568,2.551356334,0,4.151271234,4.748220608,4.606284255,0,0,0,0,0.968025151939402
42,"South Africa","ZAF",2013,12852.2768,12666.60742,12743.61394,53689236,24.56900024,61.099,44.25825,36.207,9537000,30.97134,33.27042,102.3091,6.155257,2.537,26.66809,2.24423643,1,0.852684804,1.720714283,0.607949069,0,0,0,1,0.930897175328715
43,"Costa Rica","CRI",2013,17162.93613,16390.79164,16975.8374,4742107,8.767999649,79.234,92.87323,25.03,2428000,31.33302,34.28536,102.9523,4.013244,1.838,20.76092,6.443621066,0,1.102147306,3.052918159,3.569356339,0,0,0,0,0.913889193521667
44,"Russian Federation","RUS",2013,26603.01082,25296.45459,26188.32536,143506911,5.458000183,70.57878049,8.76278,26.137,30792000,25.84534,20.44181,94.60743,5.394174,1.707,28.19129,3.019397941,0,1.538963817,4.218725874,3.849155632,0,0,0,0,1.26433715996773
1,"Australia","AUS",2014,47671.11104,46801.57225,47192.05739,23475686,6.077000141,82.3,3.055815,14.398,6922000,21.03945,21.46704,100.4276,1.479572,1.826,25.51482,4.306383954,1,1.015114993,2.119682504,0.834341933,0,0,0,0,0.980081557587818
2,"Austria","AUT",2014,53224.16774,53590.71835,53289.37831,8546356,5.619999886,81.4902439,103.5633,42.474,25291000,53.38658,50.11696,96.73084,2.175707,1.46,25.36464,0.387373362,1,-0.122370667,0.222450577,-0.562298943,0,0,0,0,1.0652397910807
3,"Belgium","BEL",2014,48787.48702,48249.37389,48243.02308,11209057,8.522999763,81.28780488,370.1802,2.167,7887000,79.80101,78.98221,99.1812,0.982655,1.74,19.67483,-2.843930216,1,1.128585855,0.116415122,-0.013162462,0,0,0,0,1.01036689148101
4,"Canada","CAN",2014,47757.67942,46313.98284,46895.06355,35437435,6.914000034,81.8,3.897003,18.782,16537000,31.73658,32.64209,101.1728,1.957936,1.5818,27.13794,3.558271366,1,1.841026088,0.663247995,1.253613829,0,0,1,0,0.972259435593738
5,"Chile","CHL",2014,23422.70845,22577.17577,23261.6087,17758959,6.664999962,79.504,23.88459,12.697,3674000,33.11075,32.16184,99.05109,5.906349,1.787,31.0352,9.110349292,0,0.692556387,4.309217504,3.03152589,0,0,0,0,1.02950421990782
6,"Colombia","COL",2014,13988.07185,13020.57388,13492.10055,46969209,8.57199955,76.322,42.33367,20.585,2552000,16.63475,20.85272,104.218,2.078463,1.883,30.98585,4.242506645,0,3.449034009,2.979547872,4.183392952,0,0,0,0,0.797725668402012
7,"Czech Republic","CZE",2014,34411.19112,33711.04902,33536.87243,10525347,6.107999802,78.82439024,136.3034,26.616,8096000,82.54569,76.18126,93.63557,2.479977,1.53,34.24586,3.892179242,0,2.607037045,-0.938553682,-0.51667508,0,0,0,0,1.0835432493503
8,"Denmark","DNK",2014,52172.60643,51338.5938,51602.17867,5643475,6.589000225,80.7,134.4005,12.59,10267000,54.61314,47.65078,93.03763,1.032109,1.69,19.785,1.863305283,0,1.105433472,-0.149916083,0.513424412,0,0,0,0,1.14611219375632
9,"Estonia","EST",2014,30663.85021,29197.85205,29696.40922,1314545,7.352000237,77.03414634,30.24028,31.731,3160000,81.3309,77.86429,96.53339,2.94872,1.54,24.6109,6.654529119,0,3.257770915,3.494634233,1.707513193,0,0,0,0,1.0445211790925
10,"Finland","FIN",2014,45016.81591,45993.31859,45368.9426,5461512,8.663000107,81.1804878,17.972,14.825,2731000,36.48144,37.63129,100.9497,1.631656,1.71,23.09748,6.284034718,0,-0.776140375,-1.865400911,-1.357536311,0,0,0,0,0.969444310838135
11,"France","FRA",2014,43199.63493,42967.92039,42993.66064,66312067,10.29199982,82.7195122,121.1053,20.606,83701000,29.66668,30.81211,101.1454,0.576944,2,17.74594,0.203525272,1,0.479080613,-0.171212887,0.059905733,0,0,0,0,0.962825330689784
12,"Germany","DEU",2014,50771.04025,49796.15574,49873.1147,80982500,4.980999947,81.0902439,232.1081,22.81,32999000,45.61926,39.00083,93.38157,1.861849,1.47,27.011,0.501769129,1,1.800420038,0.231212503,0.154547998,0,0,0,0,1.16969972177515
13,"Greece","GRC",2014,28474.11563,28808.30737,28077.36613,10892413,26.49099922,81.38536585,84.50282,22.298,22033000,32.37304,34.77641,102.4034,-1.83209,1.3,14.14761,1.137975798,1,1.4130581,-6.79786087,-2.537258553,0,0,0,0,0.930890796376049
14,"Hungary","HUN",2014,26458.54404,24769.10842,25324.96318,9866468,7.724999905,75.76341463,108.9856,29.773,12140000,87.41792,81.07176,93.65384,3.59043,1.44,25.7115,9.291560482,0,4.476140223,-0.961635939,2.244145188,0,0,0,0,1.07827830554067
15,"Iceland","ISL",2014,49682.86646,47710.3177,49214.86613,327386,4.896999836,82.86097561,3.265696,6.333,997000,51.52104,45.47283,93.95158,3.693129,1.93,20.63358,4.317903927,0,0.953242975,0.758869993,3.153507485,0,0,0,0,1.13300711655729
16,"Ireland","IRL",2014,57461.08627,52886.88587,53320.22161,4657740,11.85700035,81.34878049,67.61126,37.66,8813000,110.0255,91.96485,81.28131,-0.1108,1.89,24.76126,33.58429235,0,7.766030481,-0.198086862,0.819363315,0,0,0,0,1.19638644547346
17,"Israel","ISR",2014,37527.10349,36067.17198,36868.80725,8215700,5.889999866,82.15365854,379.6534,7.896,2927000,32.16174,30.60178,98.44004,1.024115,3.08,20.36079,1.954041283,0,1.785509991,0.3867335,2.222617474,0,0,0,0,1.05097611968977
18,"Italy","ITA",2014,40080.41851,41690.91198,40451.68973,60789140,12.68299961,83.0902439,206.6674,30.728,48576000,29.10883,26.21329,97.10446,0.913241,1.37,20.79843,0.788869272,1,-0.91781388,-3.24206012,-2.9724038,0,0,0,0,1.11046076246057
19,"Japan","JPN",2014,39154.38132,38137.4684,38956.48264,127276000,3.599999905,83.58780488,349.1222,8.696,13413000,17.5403,20.00547,102.4652,1.745314,1.42,27.68806,0.407228152,3,0.507999337,1.657317593,2.147531753,0,0,0,0,0.876775201982258
20,"Korea, Rep.","KOR",2014,35874.10021,34104.53463,34932.88833,50746659,3.5,81.72195122,520.8525,18.293,14202000,47.83142,42.78302,94.74616,0.600438,1.205,34.09167,0.624771688,3,2.556219509,1.865599496,2.696150961,0,0,0,0,1.11800008508048
21,"Latvia","LVA",2014,25444.17792,23911.87409,24732.01859,1993782,10.84599972,74.12439024,32.06468,32.048,1843000,61.20219,63.23808,102.0359,1.78329,1.65,19.636,3.317376299,0,2.879503461,5.433913825,3.429862914,0,0,0,0,0.967805948567699
22,"Lithuania","LTU",2014,29905.00279,27381.38053,28644.14531,2932367,10.69799995,74.51707317,46.80554,32.892,2063000,72.3427,70.52167,98.17897,0.918222,1.63,27.43,0.734722636,0,4.401798234,5.235297862,4.611764467,0,0,0,0,1.0258222756211
23,"Luxembourg","LUX",2014,108911.3489,105557.2657,106914.9503,556319,5.852000237,82.22926829,228.9379,10.116,1038000,212.6071,180.1971,67.58998,2.736137,1.5,10.51696,28.54220752,0,1.867277284,-2.717088527,1.286206698,0,0,0,0,1.17985861037719
24,"Mexico","MEX",2014,18907.46306,18622.707,18628.19128,120355128,4.809000015,74.908,61.91267,21.007,29346000,31.89254,33.07103,99.97233,4.423342,2.243,31.49523,2.312333392,0,1.499188933,2.247145121,0.029449417,0,0,0,0,0.964364883706374
25,"Netherlands","NLD",2014,52432.6192,52104.139,51883.12437,16865008,7.415999889,81.70731707,500.5939,10.31,13925000,80.57791,69.47585,88.89794,0.253186,1.71,18.41235,13.20199376,1,1.059101269,-1.395919351,-0.424178634,0,0,0,0,1.15979739722508
26,"New Zealand","NZL",2014,39289.49146,37782.06214,38458.46311,4509700,5.751999855,81.40487805,17.12696,13.719,2772000,28.01881,27.15712,99.14371,0.333226,1.92,21.44485,1.617073458,0,2.072257347,1.680598516,1.843275901,0,0,0,0,1.03172980050904
27,"Norway","NOR",2014,61308.76373,60916.24897,60806.46811,5137232,3.483999968,82.1,14.06987,19.308,4855000,38.99636,29.66693,90.67057,0.290604,1.75,34.03172,0.650516595,1,0.826056236,1.362949722,-0.180216051,0,0,0,0,1.3144723771553
28,"Poland","POL",2014,26814.55059,25562.43547,25933.88602,38011735,8.989999771,77.60243902,124.1443,39.597,1.6e+07,47.56892,46.128,98.55908,0.499557,1.32,29.43032,3.626034887,1,3.395806446,1.608149565,1.453110959,0,0,0,0,1.03123742629206
29,"Portugal","PRT",2014,30482.72423,30194.46474,30080.51146,10401062,13.89400005,81.12195122,113.5418,37.064,10497000,40.21597,40.06634,99.85037,0.704596,1.23,18.93678,5.246519844,1,1.337120205,-3.66753217,-0.377397357,0,0,0,0,1.00373455623848
30,"Slovak Republic","SVK",2014,28125.57979,27245.43833,27398.75489,5418649,13.18400002,76.81219512,112.7007,46,1475000,91.51832,86.70033,95.18201,-0.19052,1.37,30.79972,-0.358583708,0,2.652766168,1.722548067,0.562723799,0,0,0,0,1.05557060740138
31,"Slovenia","SVN",2014,33240.49701,32758.1081,32376.96033,2061980,9.668000221,81.07804878,102.3823,46.443,2675000,76.15174,69.39801,93.24626,0.456033,1.58,28.13684,2.041591485,0,2.667133249,-2.843704993,-1.163521933,0,0,0,0,1.09731878478936
32,"Spain","ESP",2014,36039.68655,35840.13295,35441.62692,46480882,24.44099998,83.22926829,92.92274,20.634,64939000,33.48257,30.38304,96.90047,-0.22337,1.32,20.08065,2.405672897,0,1.687449704,-3.02242537,-1.111898854,0,0,0,0,1.10201513739244
33,"Sweden","SWE",2014,49906.86476,48941.82797,49056.78432,9696110,7.953000069,82.25365854,23.80523,13.753,5660000,43.26616,39.66737,96.5323,1.738505,1.88,21.78612,-1.481924106,0,1.644244006,-1.321002324,0.333984863,0,0,0,0,1.09072418968033
34,"Switzerland","CHE",2014,66038.72906,64805.70177,65251.28461,8188649,4.826000214,83.19756098,207.2236,26.304,9158000,64.27371,52.5864,88.31274,-0.62543,1.54,25.16447,2.961591656,1,1.206825758,-0.060803479,0.687571601,0,0,0,0,1.22224966911597
35,"Turkey","TUR",2014,24935.03281,22609.25155,24117.00136,77231907,9.880000114,76.172,100.3494,26.923,39811000,23.76433,27.64977,103.8854,7.421678,2.109,28.19517,1.427660146,0,3.39192849,3.092660213,6.668729517,0,0,0,0,0.859476588774518
36,"United Kingdom","GBR",2014,44228.3056,42799.10618,43422.98952,64602298,6.110000134,81.30487805,267.0289,17.635,32613000,28.50205,29.89634,101.3943,1.825843,1.81,18.35948,1.922135354,2,1.854584596,0.775734728,1.457701803,0,1,0,0,0.953362518622681
37,"United States","USA",2014,57313.8597,55712.70583,56350.64597,318301008,6.168000221,78.84146341,34.79681,18.517,75379350,13.53577,16.43308,102.9288,1.891891,1.8625,19.29659,1.437390956,3,1.709321538,1.508614155,1.145053237,0,0,0,0,0.82369038549073
38,"Brazil","BRA",2014,15744.34711,15473.71202,15800.03897,202763735,6.660999775,74.745,24.25943,14.508,6430000,11.01194,13.67346,102.6615,7.84671,1.758,20.47246,3.571425711,1,-0.352479218,1.014509775,2.108911835,1,0,0,0,0.805351388748715
39,"China","CHN",2014,11804.05959,10310.60983,11056.8776,1364270000,4.609000206,75.629,145.3174,45.741,55622000,23.51006,21.39516,98.40156,0.791193,1.656,43.08557,2.559233465,2,6.881995441,7.33538001,7.237862515,0,0,0,0,1.09884945941045
40,"India","IND",2014,5104.403021,4572.224652,4807.006417,1295604184,5.607999802,68.286,435.7623,67.616,13107000,22.96796,25.95422,102.8364,3.331757,2.333,27.6564,1.695658786,0,6.186731983,4.165499831,5.134956907,0,0,0,0,0.884941254254607
41,"Indonesia","IDN",2014,9799.467967,9078.500227,9455.373396,255129004,4.048999786,70.481,140.8331,47.365,9435000,23.66598,24.41419,101.1645,5.443175,2.413,41.92834,2.819972605,0,3.63914313,4.606284255,4.151271234,0,0,0,0,0.969353478448394
42,"South Africa","ZAF",2014,12884.05776,12743.61394,12852.2768,54545991,24.89800072,61.968,44.9645,35.688,9549000,31.46865,32.96586,101.2643,5.547005,2.511,26.54514,1.650494017,1,0.247278816,0.607949069,0.852684804,0,0,0,1,0.95458301406364
43,"Costa Rica","CRI",2014,17568.84315,16975.8374,17162.93613,4795396,9.059000015,79.398,93.91688,24.059,2527000,32.25501,34.79054,102.5355,5.797552,1.823,20.17244,6.410226879,0,2.365020868,3.569356339,1.102147306,0,0,0,0,0.927120130932144
44,"Russian Federation","RUS",2014,26315.44104,26188.32536,26603.01082,143819666,5.159999847,70.74365854,8.781877,26.05,32421000,27.1111,20.69024,93.98346,7.349598,1.75,27.93153,1.069876215,1,-1.045257463,3.849155632,1.538963817,0,0,0,0,1.31033279459301
1,"Australia","AUS",2015,48020.25414,47192.05739,47671.11104,23815995,6.053999901,82.4,3.100113,14.299,7449000,19.98485,21.50953,101.5247,-0.54965,1.814,23.64421,3.469188226,1,0.732399751,0.834341933,1.015114993,0,0,0,0,0.929116070876491
2,"Austria","AUT",2015,53164.8014,53289.37831,53224.16774,8642699,5.72300005,81.1902439,104.7308,42.285,26728000,53.08906,49.33825,96.25005,2.300979,1.49,25.17491,-2.088896441,1,-0.11154019,-0.562298943,-0.122370667,0,0,0,0,1.07602235588007
3,"Belgium","BEL",2015,49491.62385,48243.02308,48787.48702,11274196,8.482000351,80.99268293,372.3314,2.124,8355000,77.80528,76.38726,98.58198,1.338996,1.7,19.66989,-4.22249473,1,1.443273424,-0.013162462,1.128585855,0,0,0,0,1.01856356675184
4,"Canada","CAN",2015,47729.60524,46895.06355,47757.67942,35702908,6.906000137,81.9,3.926197,18.741,17971000,31.84996,34.31494,102.7466,-0.9024,1.563,24.41568,3.854833887,1,-0.089285776,1.253613829,1.841026088,0,0,1,0,0.928165982513739
5,"Chile","CHL",2015,23681.75057,23261.6087,23422.70845,17969353,6.507999897,79.646,24.16756,12.64,4478000,29.37635,29.59593,100.2196,4.953538,1.75,29.77605,8.632214366,0,1.105944345,3.03152589,0.692556387,0,0,0,0,0.99258073660804
6,"Colombia","COL",2015,14234.42754,13492.10055,13988.07185,47520667,8.298999786,76.531,42.8307,20.236,2980000,15.65021,22.71055,107.0603,2.449284,1.863,28.58945,3.994775465,0,1.761140042,4.183392952,3.449034009,0,0,0,0,0.689116291767482
7,"Czech Republic","CZE",2015,36166.99316,33536.87243,34411.19112,10546059,5.046000004,78.57804878,136.5893,26.523,8707000,81.0493,75.05056,94.00126,1.165899,1.57,33.99186,0.909872696,0,5.102415766,-0.51667508,2.607037045,0,0,0,0,1.07992931698311
8,"Denmark","DNK",2015,53018.93249,51602.17867,52172.60643,5683483,6.168000221,80.70243902,135.3533,12.474,10424000,55.41817,48.63005,93.21187,0.433061,1.71,19.98745,0.611475188,0,1.622165585,0.513424412,1.105433472,0,0,0,0,1.13958694264143
9,"Estonia","EST",2015,31209.09797,29696.40922,30663.85021,1315407,6.186999798,77.5902439,30.26011,31.584,2961000,76.87341,72.96816,96.09475,1.118746,1.58,23.69006,-3.104123146,0,1.778145159,1.707513193,3.257770915,0,0,0,0,1.05351991882487
10,"Finland","FIN",2015,45120.31404,45368.9426,45016.81591,5479531,9.376000404,81.4804878,18.03011,14.775,2622000,35.40696,35.97559,100.4785,1.662596,1.65,23.30582,7.187003395,0,0.212929799,-1.357536311,-0.776140375,0,0,0,0,0.98419400487942
11,"France","FRA",2015,43525.3707,42993.66064,43199.63493,66548272,10.35900021,82.32195122,121.5367,20.345,84452000,30.59262,31.15907,100.5664,1.138249,1.96,17.67969,1.756429965,1,0.754024352,0.059905733,0.479080613,0,0,0,0,0.98182070260762
12,"Germany","DEU",2015,51209.08646,49873.1147,50771.04025,81686611,4.624000072,80.64146341,234.1537,22.8,34970000,46.84859,39.28655,92.43796,1.736192,1.5,27.06456,1.857507402,1,0.862787538,0.154547998,1.800420038,0,0,0,0,1.19248419624528
13,"Greece","GRC",2015,28536.84651,28077.36613,28474.11563,10820883,24.89699936,81.03658537,83.94789,21.954,23599000,31.55327,31.50189,99.94862,-0.34626,1.33,14.18766,0.64547015,1,0.220308447,-2.537258553,1.4130581,0,0,0,0,1.00163101325032
14,"Hungary","HUN",2015,27541.4535,25324.96318,26458.54404,9843028,6.813000202,75.56829268,108.7267,29.5,14316000,87.97939,79.99187,92.01248,2.455626,1.45,26.44768,-4.229059865,0,4.092853546,2.244145188,4.476140223,0,0,0,0,1.09985414767776
15,"Iceland","ISL",2015,51364.6408,49214.86613,49682.86646,330815,3.979000092,82.46829268,3.2999,6.3,1289000,51.80475,44.671,93.10686,5.623229,1.8,20.11544,6.588997341,0,3.663229298,3.153507485,0.953242975,0,0,0,0,1.15969532806519
16,"Ireland","IRL",2015,71243.42087,53320.22161,57461.08627,4701957,9.906000137,81.45365854,68.25311,37.462,9528000,121.965,93.1716,71.00586,7.789561,1.85,38.16658,80.79113738,0,23.98551001,0.819363315,7.766030481,0,0,0,0,1.30903622992414
17,"Israel","ISR",2015,37633.44587,36868.80725,37527.10349,8380100,5.250999928,82.05121951,387.2505,7.821,2799000,31.20755,28.17807,96.97052,2.858238,3.09,20.17237,3.781088684,0,0.283374883,2.222617474,1.785509991,0,0,0,0,1.10751197651223
18,"Italy","ITA",2015,40431.31351,40451.68973,40080.41851,60730582,11.89599991,82.54390244,206.4683,30.435,50732000,29.71598,26.70219,96.98622,0.931864,1.35,20.85638,0.724627962,1,0.875477402,-2.9724038,-0.91781388,0,0,0,0,1.11286677235088
19,"Japan","JPN",2015,39675.29155,38956.48264,39154.38132,127141000,3.400000095,83.79390244,348.7519,8.619,19737000,17.61098,18.03005,100.4191,2.145397,1.45,29.01962,0.119654803,3,1.330400881,2.147531753,0.507999337,0,0,0,0,0.976757136003505
20,"Korea, Rep.","KOR",2015,36681.14604,34932.88833,35874.10021,51014947,3.599999905,82.02439024,523.5255,18.366,13232000,42.98956,36.14293,93.23563,2.394659,1.239,34.14994,0.27999556,3,2.268429401,2.696150961,2.556219509,0,0,0,0,1.18943206873377
21,"Latvia","LVA",2015,26489.7585,24732.01859,25444.17792,1977527,9.873000145,74.4804878,31.80326,32.02,2024000,60.72007,61.62882,100.9088,0.002224,1.7,19.43746,3.000528717,0,4.109311692,3.429862914,2.879503461,0,0,0,0,0.98525446373953
22,"Lithuania","LTU",2015,30801.42261,28644.14531,29905.00279,2904910,9.119999886,74.32195122,46.36728,32.77,2071000,68.82163,69.81931,100.9977,0.091327,1.7,26.64772,2.521421059,0,2.997558037,4.611764467,4.401798234,0,0,0,0,0.985710543401245
23,"Luxembourg","LUX",2015,110951.9888,106914.9503,108911.3489,569604,6.669000149,82.29268293,234.4049,9.821,1090000,221.1966,187.1654,65.96884,0.184035,1.47,11.03812,21.63797597,0,1.873670555,1.286206698,1.867277284,0,0,0,0,1.1818242046874
24,"Mexico","MEX",2015,19288.24559,18628.19128,18907.46306,121858258,4.313000202,74.904,62.6859,20.715,32093000,34.56333,36.60298,101.1705,2.787393,2.215,30.01336,3.045782488,0,2.013927114,0.029449417,1.499188933,0,0,0,0,0.944276394982048
25,"Netherlands","NLD",2015,53223.44265,51883.12437,52432.6192,16939923,6.872000217,81.5097561,502.8175,9.827,15007000,82.6589,75.15768,92.49878,0.772728,1.66,18.18602,41.91876291,1,1.508266154,-0.424178634,1.059101269,0,0,0,0,1.09980643362062
26,"New Zealand","NZL",2015,39936.31787,38458.46311,39289.49146,4595700,5.364999771,81.45682927,17.45357,13.659,3039000,27.91531,26.88381,99.06301,1.332581,1.99,21.23709,-0.04134435,0,1.67993106,1.843275901,2.072257347,0,0,0,0,1.03836881751508
27,"Norway","NOR",2015,61895.79561,60806.46811,61308.76373,5188607,4.296000004,82.30487805,14.21057,18.909,5361000,37.80182,32.05735,94.25553,-2.85487,1.72,31.01038,1.885447809,1,0.957500763,-0.180216051,0.826056236,0,0,0,0,1.17919353907918
28,"Poland","POL",2015,27862.54204,25933.88602,26814.55059,37986412,7.500999928,77.45121951,124.0616,39.722,16728000,49.49748,46.40451,96.90794,0.769529,1.32,30.25458,3.154436234,1,3.908293902,1.453110959,3.395806446,0,0,0,0,1.06665235771264
29,"Portugal","PRT",2015,31157.75901,30080.51146,30482.72423,10358076,12.44400024,81.12439024,113.0725,36.486,11723000,40.61512,39.87578,99.26066,2.019964,1.31,19.46438,0.637193025,1,2.214483696,-0.377397357,1.337120205,0,0,0,0,1.01854107932183
30,"Slovak Republic","SVK",2015,29453.76797,27398.75489,28125.57979,5423801,11.48099995,76.56341463,112.8031,46.111,1721000,92.02289,88.94796,96.92507,-0.2185,1.4,30.51449,1.718784317,0,4.722349491,0.562723799,2.652766168,0,0,0,0,1.0345699890138
31,"Slovenia","SVN",2015,33949.60258,32376.96033,33240.49701,2063531,8.961999893,80.77560976,102.4461,46.219,3022000,77.14868,69.14718,91.9985,1.005043,1.57,28.02677,4.015177885,0,2.133258045,-1.163521933,2.667133249,0,0,0,0,1.11571693885419
32,"Spain","ESP",2015,37450.91722,35441.62692,36039.68655,46444832,22.05699921,82.83170732,92.95268,20.398,68175000,33.62652,30.58612,96.9596,0.545556,1.33,20.08695,1.927595965,0,3.915768451,-1.111898854,1.687449704,0,0,0,0,1.09940456651579
