"ID","cntry","cntry_code","year","gdppc","gdppc_lag2","gdppc_lag1","pop","unemp","lifeexp","popden","rural","tourarriv","export","import","grossexp","inflation","fertility","industry","biz","evecount","gdppcgr","gdppcgr_lag2","gdppcgr_lag1","TreatBRA","TreatGBR","TreatCAN","TreatZAF","expimp"
24,"Mexico","MEX",1999,17191.56561,16392.57556,16979.68678,97484832,2.487999916,73.988,50.14781,25.559,19043000,24.63265,25.98532,99.034,16.10282,2.766,34.12433,2.322605748,0,1.247837106,5.19356354,3.581567884,0,0,0,0,0.947944839624834
25,"Netherlands","NLD",1999,46054.87656,42434.27335,44140.34455,15812088,3.622999907,77.83658537,468.3675,23.97,9874000,59.90502,54.49686,94.59184,1.28337,1.65,21.65766,9.210568357,0,4.33737441,3.793381695,4.020502904,0,0,0,0,1.09923801114413
26,"New Zealand","NZL",1999,31185.74494,29757.4077,29728.12236,3835100,7.022999763,77.8902439,14.56496,14.059,1596000,30.95055,30.45068,99.49836,0.510148,1.97,24.05744,1.602157748,0,4.898399965,0.718996023,-0.092237637,0,0,0,0,1.01641572536311
27,"Norway","NOR",1999,54748.10646,52969.16543,54036.60283,4461913,3.246999979,78.28292683,12.21625,24.431,3223000,38.60467,31.40392,92.79926,6.66597,1.85,29.56524,3.587597582,1,1.316706803,4.715263835,2.015205256,0,0,0,0,1.22929462309164
28,"Poland","POL",1999,15351.59198,14027.2778,14669.36077,38660271,12.28999996,73.04390244,126.2211,38.328,17950000,24.12448,29.89706,105.7726,6.162708,1.37,30.30298,4.364306707,0,4.650864353,6.389865081,4.577298819,0,0,0,0,0.80691813843903
29,"Portugal","PRT",1999,29509.61677,27389.09174,28561.23847,10217828,4.578000069,75.96341463,111.6703,46.257,5379000,26.48197,36.83236,110.3504,3.370529,1.5,24.86812,0.581273831,0,3.320508321,3.935798171,4.279611511,0,0,0,0,0.718986510774764
30,"Slovak Republic","SVK",1999,15879.44638,15309.82674,15912.51411,5396020,15.94699955,72.90243902,112.1834,43.706,975000,46.34771,51.13617,104.7885,7.215054,1.33,28.36654,1.112832679,0,-0.207809565,5.730446366,3.936604754,0,0,0,0,0.906358649855865
31,"Slovenia","SVN",1999,25534.02039,23437.18757,24258.63394,1983045,7.323999882,75.0097561,98.46301,49.272,884000,44.10614,48.43573,104.3296,6.531415,1.21,31.01609,0.469368144,0,5.257453719,5.191133381,3.504884587,0,0,0,0,0.910611649705703
32,"Spain","ESP",1999,33238.66028,30722.2358,31939.42072,40386875,15.47599983,78.71707317,80.86432,23.819,45440000,26.35151,28.28496,101.9334,2.541171,1.17,27.89501,3.092608425,0,4.067824456,3.268852086,3.961902132,0,0,0,0,0.931643884240953
33,"Sweden","SWE",1999,39207.31183,36098.8658,37616.15793,8857874,7.606999874,79.44146341,21.58667,16.002,2595000,40.11143,34.78693,94.9766,0.886498,1.5,26.02467,22.95396429,0,4.165978928,3.011523033,4.253946709,0,0,0,0,1.15306035916363
34,"Switzerland","CHE",1999,56701.56127,54558.64762,56023.17569,7143991,3.144999981,79.5804878,180.7461,26.562,7154000,47.41242,42.66281,95.25029,0.115311,1.48,26.26905,5.015764995,0,1.210872157,2.093918148,2.684326239,0,0,0,0,1.11132904747718
35,"Turkey","TUR",1999,14728.49558,15373.87032,15483.27023,62287397,7.686999798,69.417,80.93161,35.777,6893000,18.57786,18.82376,100.2459,54.29047,2.556,28.42469,0.305997671,0,-4.874775392,5.886134306,0.711596361,0,0,0,0,0.986936722525149
36,"United Kingdom","GBR",1999,36996.12905,34728.25832,35889.31625,58682466,6.043000221,77.3902439,242.5597,21.409,23341000,23.92405,25.31169,101.3876,0.908179,1.68,23.05472,7.720615754,1,3.083961783,3.587692544,3.343265631,0,0,0,0,0.945177900013788
37,"United States","USA",1999,48784.38583,45616.73426,47108.64052,279040000,4.218999863,76.58292683,30.46634,21.258,48689000,10.30851,12.96496,102.6564,1.443803,2.0075,22.54999,3.244314135,2,3.557193092,3.197252957,3.270524044,0,0,0,0,0.795105422616036
38,"Brazil","BRA",1999,11269.00935,11520.33164,11383.88868,172318675,10.20800018,69.769,20.61687,19.504,5107000,9.564898,11.41727,101.8524,8.010501,2.365,21.74671,4.735492291,0,-1.009139625,1.790610798,-1.18436657,0,0,0,0,0.837757011965207
39,"China","CHN",1999,3179.943312,2789.280266,2979.169064,1252735000,3.252000093,71.063,133.4368,65.135,27047000,18.1627,15.36187,97.48568,-1.26841,1.595,45.35989,3.74900388,0,6.739270027,8.118548119,6.807806319,0,0,0,0,1.18232350618772
40,"India","IND",1999,2521.475559,2262.629604,2358.76521,1038058156,5.684999943,62.093,349.1395,72.547,2482000,11.45206,13.36353,105.4713,3.068396,3.379,26.51929,0.472644846,0,6.8981155,2.123013766,4.248844181,0,0,0,0,0.856963691479721
41,"Indonesia","IDN",1999,5496.882137,6456.976997,5530.365085,208615169,6.300000191,65.513,115.1571,59.208,4728000,35.51413,27.42978,102.687,14.1612,2.523,43.36006,-1.332573541,0,-0.605438282,3.189868812,-14.35055309,0,0,0,0,1.29472894058939
42,"South Africa","ZAF",1999,9819.591268,9841.629865,9733.51693,44338543,30.27599907,57.144,36.55009,43.589,5890000,24.69521,22.16668,99.02031,7.028155,2.754,28.54485,1.100275869,0,0.884308714,0.818418143,-1.098526738,0,0,0,0,1.11406895394349
43,"Costa Rica","CRI",1999,11842.62234,11128.63052,11637.57887,3885430,5.894999981,77.293,76.09538,41.843,1032000,42.73547,45.16847,102.433,11.40101,2.459,25.8276,4.363804231,0,1.761908321,3.107113525,4.573324129,0,0,0,0,0.946134991953458
44,"Russian Federation","RUS",1999,13361.15438,13197.44004,12518.68356,147214392,13.03600025,65.98219512,8.982781,26.646,18820000,43.21997,26.17331,82.95265,72.38661,1.157,33.4962,1.662282546,0,6.72949582,1.567710782,-5.143116441,0,0,0,0,1.65129935801013
1,"Australia","AUS",2000,38652.01499,36229.6826,37635.37464,19153000,6.282999992,79.23414634,2.493134,15.765,4931000,19.43466,21.59435,102.1597,2.579741,1.756,24.6384,3.586745269,1,2.701289318,3.492418298,3.879945776,0,0,0,0,0.899988191355609
2,"Austria","AUT",2000,46725.56529,43837.79104,45308.56851,8011566,4.686999798,78.12682927,97.01581,39.787,17982000,43.34627,42.01422,99.0134,1.364041,1.36,28.2848,4.319625509,0,3.12743665,3.467829941,3.355044661,0,0,0,0,1.03170474187073
3,"Belgium","BEL",2000,43058.45428,40284.57716,41616.26336,10251250,6.585999966,77.72195122,338.5485,2.871,6457000,72.5474,69.68274,97.13534,2.01462,1.67,24.94383,37.56859063,1,3.465450305,1.744356305,3.305697348,0,0,0,0,1.04111003671784
4,"Canada","CAN",2000,37345.5419,34838.08862,35928.09984,30685730,6.828999996,79.13658537,3.374465,20.522,19627000,44.35682,38.68483,94.57013,4.604822,1.488,29.88308,9.201639209,0,3.94521854,1.946954622,3.128791691,0,0,0,0,1.1466205228251
5,"Chile","CHL",2000,15152.57002,14797.42455,14556.58173,15342353,10.49100018,76.366,20.63442,13.927,1742000,30.5317,28.78412,98.25242,4.271839,2.055,31.4223,6.241918165,0,4.094287354,2.99063175,-1.627599544,0,0,0,0,1.06071333777097
6,"Colombia","COL",2000,9131.627158,9567.025136,9015.563681,39629968,20.52000046,72.945,35.71876,26.043,557000,15.91514,16.75195,100.8368,33.67537,2.572,27.30577,2.439226559,0,1.287367948,-1.109272656,-5.764189464,0,0,0,0,0.950047009452631
7,"Czech Republic","CZE",2000,25045.2268,23590.60167,23953.07891,10255063,8.762000084,74.96829268,132.7173,26.012,4773000,48.19229,50.04083,101.8485,1.766304,1.15,33.87494,8.089408203,0,4.559530331,-0.234237456,1.536532395,0,0,0,0,0.963059365721951
8,"Denmark","DNK",2000,49023.7821,46206.4297,47411.46763,5339616,4.475999832,76.59268293,125.8453,14.9,3535000,44.84727,38.13669,93.28939,3.017974,1.77,23.65271,21.93809364,0,3.400684565,1.847613901,2.607944274,0,0,0,0,1.17596125935418
9,"Estonia","EST",2000,17809.206,16366.91384,16252.95129,1396985,13.35999966,70.41707317,32.95553,30.632,1220000,61.54633,64.78289,102.4345,3.710945,1.36,24.84996,7.309609792,0,9.575212427,5.337277905,-0.696297505,0,0,0,0,0.950039894793209
10,"Finland","FIN",2000,39930.17045,36326.09206,37829.1396,5176209,11.13399982,77.46585366,16.99402,17.817,1971000,42.03105,32.86378,91.40221,1.637828,1.73,31.58998,10.7409341,0,5.554001135,5.177410196,4.137652719,0,0,0,0,1.27894752216574
11,"France","FRA",2000,39896.89575,37568.44306,38654.42738,60912500,10.21700001,79.05609756,111.2421,24.129,77190000,28.59497,27.26627,98.6713,1.55329,1.89,21.29394,3.038290685,1,3.214297711,3.207536715,2.890682266,0,0,0,0,1.04873053776699
12,"Germany","DEU",2000,42858.01898,40960.57046,41708.5608,82211508,7.916999817,77.92682927,235.5968,25.035,18983000,30.84771,30.67835,99.83064,-0.47264,1.38,27.71238,12.76319308,0,2.75592867,2.00359925,1.826122849,0,0,0,0,1.00552050550307
13,"Greece","GRC",2000,29369.7189,27637.59405,28377.75638,10805808,11.24800014,77.88780488,83.83094,27.284,13096000,23.71838,34.6973,110.9789,1.59267,1.25,18.7476,-0.006297723,0,3.495563601,3.320699478,2.678099725,0,0,0,0,0.683579990373891
14,"Hungary","HUN",2000,19547.19716,18053.43116,18660.64044,10210971,6.563000202,71.24634146,113.9363,35.425,NA,66.85789,70.54871,103.6908,9.583484,1.32,26.97867,5.819155704,0,4.750944768,4.142037808,3.363400973,0,0,0,0,0.947684089475201
15,"Iceland","ISL",2000,40594.82374,38169.36017,39235.2393,281205,1.93599999,79.65365854,2.805037,7.599,303000,32.2045,39.11114,106.9066,3.984289,2.08,22.87055,1.72331125,0,3.46521237,5.954836722,2.792497489,0,0,0,0,0.82340990316314
16,"Ireland","IRL",2000,48017.4607,40692.01052,44462.06367,3805174,4.31799984,76.53658537,55.23551,40.845,6646000,94.48951,80.6505,86.39685,6.90278,1.89,31.48837,25.81739848,0,7.996473255,7.563502012,9.264848549,0,0,0,0,1.17159236458546
17,"Israel","ISR",2000,31568.04344,30007.83586,30164.47721,6289000,11.10200024,78.95365854,290.6192,8.797,2417000,35.5686,35.66349,100.0949,3.580469,2.95,23.24166,6.080788104,0,4.653043447,1.567407601,0.522001484,0,0,0,0,0.997339295733536
18,"Italy","ITA",2000,43250.21019,41030.95134,41690.98947,56942108,10.84200001,79.77804878,193.6082,32.778,41181000,25.62773,24.77786,99.15013,1.792398,1.26,24.30931,1.151655738,0,3.739946533,1.781324374,1.608634731,0,0,0,0,1.03429957227945
19,"Japan","JPN",2000,35520.27153,34768.36359,34617.49864,126843000,4.699999809,81.07609756,347.9918,21.351,4757000,10.62449,9.195168,98.57068,-1.38369,1.359,32.75826,0.218682871,2,2.607851315,-1.396708527,-0.433914444,0,0,0,0,1.15544272818071
20,"Korea, Rep.","KOR",2000,22277.20089,18660.5726,20623.71167,47008111,4.400000095,75.9097561,487.3327,20.379,5322000,33.93917,32.15599,98.03479,1.086839,1.467,34.75532,1.99754203,0,8.15268966,-5.811819627,10.67745058,0,0,0,0,1.05545405381703
21,"Latvia","LVA",2000,12854.61902,11630.09377,12056.70742,2367550,14.21100044,70.31463415,38.06595,31.933,509000,36.89914,44.89039,107.9912,3.592617,1.25,23.68144,4.085914167,0,6.617989304,7.372844499,3.668187498,0,0,0,0,0.821983056952724
22,"Lithuania","LTU",2000,13901.87083,13352.52022,13295.00965,3499536,15.93099976,72.0195122,55.83178,33.014,1083000,38.54566,44.72864,106.183,1.280475,1.39,26.30261,3.29548081,0,4.564578703,8.248533457,-0.430709466,0,0,0,0,0.861766867939647
23,"Luxembourg","LUX",2000,96340.29743,84288.87677,90210.7479,436300,2.345000029,77.87317073,179.5473,15.784,852000,148.4849,123.4661,74.98115,2.164982,1.76,16.6123,NA,0,6.794699831,4.733762883,7.025685189,0,0,0,0,1.20263699914389
24,"Mexico","MEX",2000,17783.12496,16979.68678,17191.56561,98899845,2.562999964,74.34,50.87571,25.278,20641000,25.40672,27.02596,100.4117,11.15221,2.716,34.20971,2.596709943,0,3.440985879,3.581567884,1.247837106,0,0,0,0,0.940085754585591
25,"Netherlands","NLD",2000,47645.39933,44140.34455,46054.87656,15925513,2.724999905,77.98780488,471.7273,23.205,10003000,66.03327,59.48868,93.45541,3.42037,1.72,21.74037,15.15447847,1,3.45353824,4.020502904,4.33737441,0,0,0,0,1.11001403964586
26,"New Zealand","NZL",2000,31903.16476,29728.12236,31185.74494,3857700,6.130000114,78.63658537,14.65079,13.979,1780000,35.74546,32.77147,97.02684,2.851612,1.98,23.58998,-2.865294556,0,2.302208272,-0.092237637,4.898399965,0,0,0,0,1.09074936217387
27,"Norway","NOR",2000,56137.23112,54036.60283,54748.10646,4490967,3.457999945,78.63414634,12.2958,23.98,3104000,45.73235,28.91925,83.18683,15.38973,1.85,36.49481,4.865519279,1,2.537301756,2.015205256,1.316706803,0,0,0,0,1.58138091409701
28,"Poland","POL",2000,16220.02911,14669.36077,15351.59198,38258629,16.31299973,73.74878049,124.9098,38.284,17400000,27.22895,33.56175,106.3331,6.114873,1.37,28.88337,5.430937831,0,5.65722347,4.577298819,4.650864353,0,0,0,0,0.811309005042943
29,"Portugal","PRT",2000,30421.18471,28561.23847,29509.61677,10289898,3.809000015,76.31463415,112.4579,45.601,5599000,28.20462,39.24838,111.0438,3.420269,1.55,24.46157,6.163923495,0,3.089053832,4.279611511,3.320508321,0,0,0,0,0.718618704772019
30,"Slovak Republic","SVK",2000,16086.44697,15912.51411,15879.44638,5388720,19.06200027,73.05121951,112.0316,43.767,1053000,53.20547,55.58295,102.3775,9.489532,1.3,29.41685,7.484136622,0,1.303575594,3.936604754,-0.207809565,0,0,0,0,0.957226451636698
31,"Slovenia","SVN",2000,26393.46361,24258.63394,25534.02039,1988925,6.918000221,75.41219512,98.75497,49.246,1090000,50.13518,53.8126,103.6774,5.565273,1.26,30.46787,0.669307502,0,3.365875016,3.504884587,5.257453719,0,0,0,0,0.931662473101095
32,"Spain","ESP",2000,34826.28874,31939.42072,33238.66028,40567864,13.78499985,78.96585366,81.29832,23.738,46403000,28.56336,31.51898,102.9556,3.329705,1.22,27.96924,6.786943902,0,4.776451415,3.961902132,4.067824456,0,0,0,0,0.906227295426438
33,"Sweden","SWE",2000,41052.50896,37616.15793,39207.31183,8872109,5.46600008,79.64390244,21.62136,15.974,3828000,43.25846,38.21907,95.16314,1.481961,1.54,26.37306,8.681415099,0,4.598254794,4.253946709,4.165978928,0,0,0,0,1.1318553800498
34,"Switzerland","CHE",2000,58603.61051,56023.17569,56701.56127,7184250,2.665999889,79.6804878,181.7693,26.617,7821000,52.1179,45.98769,93.86986,1.501015,1.5,25.43925,8.483886475,0,3.354383729,2.684326239,1.210872157,0,0,0,0,1.13330110731807
35,"Turkey","TUR",2000,15469.83788,15483.27023,14728.49558,63240194,6.494999886,70.005,82.16961,35.259,9586000,19.44877,22.55183,103.1031,49.34068,2.503,26.90259,0.359734117,0,5.033387836,0.711596361,-4.874775392,0,0,0,0,0.862403184131842
36,"United Kingdom","GBR",2000,38131.37306,35889.31625,36996.12905,58892514,5.561999798,77.74146341,243.4279,21.349,23212000,25.1989,26.93303,101.7341,1.860669,1.64,23.14852,9.90039152,1,3.068548094,3.343265631,3.083961783,0,0,0,0,0.935613260000824
37,"United States","USA",2000,50235.82309,47108.64052,48784.38583,282162411,3.992000103,76.63658537,30.7973,20.943,51238000,10.69272,14.35091,103.6582,2.235474,2.056,22.45439,3.405318336,2,2.975208626,3.270524044,3.557193092,0,0,0,0,0.745090032618141
38,"Brazil","BRA",2000,11597.14334,11383.88868,11269.00935,174790340,9.895000458,70.116,20.91259,18.808,5313000,10.18805,12.45171,102.2637,5.606065,2.3,23.00662,5.034128682,0,2.911826443,-1.18436657,-1.009139625,0,0,0,0,0.818204889127678
39,"China","CHN",2000,3422.891034,2979.169064,3179.943312,1262645000,3.260999918,71.397,134.4925,64.123,31229000,20.89344,18.51709,97.91951,2.061461,1.596,45.53614,3.475082246,0,7.640001655,6.807806319,6.739270027,0,0,0,0,1.12833279959216
40,"India","IND",2000,2572.436816,2358.76521,2521.475559,1056575549,5.663000107,62.505,355.3677,72.333,2649000,12.99724,13.90369,102.366,3.64497,3.311,27.32583,0.765212649,0,2.021088695,4.248844181,6.8981155,0,0,0,0,0.934805076925622
41,"Indonesia","IDN",2000,5688.295069,5530.365085,5496.882137,211513823,6.078000069,65.772,116.7572,57.998,5064000,40.97731,30.45957,90.42806,20.44746,2.512,41.96907,-2.757439934,0,3.482209125,-14.35055309,-0.605438282,0,0,0,0,1.34530165724598
42,"South Africa","ZAF",2000,10088.85337,9733.51693,9819.591268,44967708,30.22900009,56.048,37.06873,43.109,5872000,27.15888,24.27889,97.86236,8.796302,2.694,29.06573,0.710488511,0,2.742090718,-1.098526738,0.884308714,0,0,0,0,1.11862115607427
43,"Costa Rica","CRI",2000,12057.79295,11637.57887,11842.62234,3962372,5.081999779,77.452,77.60227,40.948,1088000,43.11444,43.78157,100.6671,9.414588,2.363,25.55236,4.83912983,0,1.816916923,4.573324129,1.761908321,0,0,0,0,0.98476230980296
44,"Russian Federation","RUS",2000,14759.2208,12518.68356,13361.15438,146596557,10.58100033,65.48365854,8.948997,26.65,21169000,44.06044,24.03347,79.97239,37.69793,1.195,33.91897,1.031161116,0,10.463718,-5.143116441,6.72949582,0,0,0,0,1.83329498403685
1,"Australia","AUS",2001,38870.6746,37635.37464,38652.01499,19413000,6.742000103,79.63414634,2.526978,15.9,4856000,22.22572,22.13949,99.91377,4.620809,1.739,23.68431,2.832402344,1,0.565713356,3.879945776,2.701289318,0,0,0,0,1.00389485033305
2,"Austria","AUT",2001,47136.87133,45308.56851,46725.56529,8042293,4.006999969,78.57560976,97.3879,40.066,18180000,44.61756,42.91911,98.24809,1.947105,1.33,28.20875,2.883092982,0,0.880259098,3.355044661,3.12743665,0,0,0,0,1.03957328099301
3,"Belgium","BEL",2001,43382.46062,41616.26336,43058.45428,10286570,6.177000046,77.97317073,339.715,2.814,6452000,71.61196,67.96488,96.35292,1.982805,1.67,24.31215,37.28873348,1,0.752480191,3.305697348,3.465450305,0,0,0,0,1.05366124386595
4,"Canada","CAN",2001,37461.26445,35928.09984,37345.5419,31020902,7.218999863,79.33902439,3.411323,20.19,19679000,42.1885,36.43255,94.608,2.024167,1.5104,28.84538,3.855496808,0,0.309869788,3.128791691,3.94521854,0,0,0,0,1.15798921568762
5,"Chile","CHL",2001,15477.77288,14556.58173,15152.57002,15516113,10.39000034,76.634,20.86812,13.637,1723000,32.39863,30.7445,98.34587,3.860901,2.009,31.82258,5.916832274,0,2.146189438,-1.627599544,4.094287354,0,0,0,0,1.05380246873425
6,"Colombia","COL",2001,9140.462895,9015.563681,9131.627158,40255967,15.03999996,73.241,36.28298,25.621,616000,15.38714,18.51398,103.1268,6.518448,2.516,27.22282,2.588226535,0,0.096759724,-5.764189464,1.287367948,0,0,0,0,0.831109248254562
7,"Czech Republic","CZE",2001,25870.75271,23953.07891,25045.2268,10216605,7.991000175,75.17317073,132.2196,26.123,5405000,49.02794,50.28203,101.2541,4.888706,1.15,34.28065,8.353677389,0,3.296140656,1.536532395,4.559530331,0,0,0,0,0.97505888286531
8,"Denmark","DNK",2001,49250.53391,47411.46763,49023.7821,5358783,4.164000034,76.79268293,126.297,14.85,3684000,45.55449,38.41408,92.85959,2.518414,1.74,22.89071,5.63524699,0,0.462534318,2.607944274,3.400684565,0,0,0,0,1.18588002107561
9,"Estonia","EST",2001,18994.7307,16252.95129,17809.206,1388115,13.13399982,70.25853659,32.74628,30.758,1320000,61.20686,65.15702,102.9916,6.762821,1.32,25.49976,9.472201909,0,6.656808692,-0.696297505,9.575212427,0,0,0,0,0.939374759619148
10,"Finland","FIN",2001,40879.06455,37829.1396,39930.17045,5188008,10.28999996,77.96585366,17.03276,17.632,1999000,39.76408,30.51276,90.65534,3.303654,1.73,30.94629,2.491643223,0,2.376383818,4.137652719,5.554001135,0,0,0,0,1.30319512230293
11,"France","FRA",2001,40393.28978,38654.42738,39896.89575,61357430,8.609999657,79.15853659,112.0547,23.873,75202000,28.2659,26.69347,98.42758,2.008334,1.9,20.93837,3.64281272,1,1.244192104,2.890682266,3.214297711,0,0,0,0,1.05890691618587
12,"Germany","DEU",2001,43512.37299,41708.5608,42858.01898,82349925,7.772999763,78.32926829,236.0273,24.83,17861000,31.84471,30.21813,98.37342,1.288794,1.35,27.06919,2.929289961,0,1.526794804,1.826122849,2.75592867,0,0,0,0,1.05382795030665
13,"Greece","GRC",2001,30424.57723,28377.75638,29369.7189,10862132,10.45600033,78.38780488,84.2679,27.087,14057000,22.78874,33.35122,110.5625,3.474752,1.25,19.33277,0.001469452,0,3.591652806,2.678099725,3.495563601,0,0,0,0,0.683295543611298
14,"Hungary","HUN",2001,20390.28569,18660.64044,19547.19716,10187576,5.671000004,72.24878049,113.6753,35.33,NA,64.87732,66.16775,101.2904,11.04656,1.31,27.04122,7.551293738,0,4.313091624,3.363400973,4.750944768,0,0,0,0,0.980497598905811
15,"Iceland","ISL",2001,41620.58504,39235.2393,40594.82374,284968,1.873999953,80.6902439,2.842574,7.468,301000,37.0562,37.928,100.8718,8.699239,1.95,24.44022,1.991939707,0,2.526827769,2.792497489,3.46521237,0,0,0,0,0.977014342965619
16,"Ireland","IRL",2001,49753.53796,44462.06367,48017.4607,3866243,3.683000088,77.13414634,56.12198,40.601,6353000,95.3263,79.70156,85.42414,6.886397,1.94,34.07302,8.843082322,0,3.61551245,9.264848549,7.996473255,0,0,0,0,1.19604057938138
17,"Israel","ISR",2001,30869.28453,30164.47721,31568.04344,6439000,11.81200027,79.40731707,297.5508,8.733,1196000,31.30099,33.69242,102.3914,1.791502,2.92,21.73215,1.354657101,0,-2.213500828,0.522001484,4.653043447,0,0,0,0,0.92902172061253
18,"Italy","ITA",2001,44069.4228,41690.98947,43250.21019,56974100,9.595000267,80.12682927,193.717,32.718,39563000,25.64901,24.38579,98.73678,3.033592,1.25,24.12081,1.27488632,0,1.894123995,1.608634731,3.739946533,0,0,0,0,1.05180147946817
19,"Japan","JPN",2001,35578.77181,34617.49864,35520.27153,127149000,5,81.41707317,348.8313,20.01,4772000,10.2291,9.569029,99.33991,-1.10452,1.33,31.26985,0.114464574,2,0.164695475,-0.433914444,2.607851315,0,0,0,0,1.06897993516375
20,"Korea, Rep.","KOR",2001,23107.34153,20623.71167,22277.20089,47370164,4,76.41219512,489.6647,20.06,5147000,31.78774,30.43606,98.50114,3.65043,1.297,33.22097,1.19094348,0,4.051006403,10.67745058,8.15268966,0,0,0,0,1.0444104788859
21,"Latvia","LVA",2001,13844.56142,12056.70742,12854.61902,2337170,13.8210001,70.76097561,37.5775,32.05,591000,38.12681,48.52811,110.4013,2.28525,1.22,22.83768,2.08165517,0,7.701063702,3.668187498,6.617989304,0,0,0,0,0.785664432428957
22,"Lithuania","LTU",2001,14931.41943,13295.00965,13901.87083,3470818,16.84000015,71.65853659,55.37361,33.081,1271000,44.04264,49.50754,105.4649,-0.322,1.29,27.04226,3.610692014,0,7.405827694,-0.430709466,4.564578703,0,0,0,0,0.889614794029354
23,"Luxembourg","LUX",2001,97610.65344,90210.7479,96340.29743,441525,1.804999948,77.82439024,181.6975,15.157,836000,147.4395,123.905,76.46552,0.457002,1.66,16.36531,NA,0,1.318613334,7.025685189,6.794699831,0,0,0,0,1.18993987329002
24,"Mexico","MEX",2001,17464.29067,17191.56561,17783.12496,100298153,2.538000107,74.658,51.59503,24.955,19810000,22.66672,24.49935,99.61612,6.04149,2.669,33.21734,3.972481833,0,-1.792903613,1.247837106,3.440985879,0,0,0,0,0.92519679093527
25,"Netherlands","NLD",2001,48387.45648,46054.87656,47645.39933,16046180,2.118999958,78.1902439,475.3015,22.17,9500000,63.29841,56.74036,93.44195,4.184855,1.71,21.89337,12.05874241,1,1.557458148,4.33737441,3.45353824,0,0,0,0,1.1155799857456
26,"New Zealand","NZL",2001,32816.05409,31185.74494,31903.16476,3880500,5.433000088,78.69268293,14.73738,13.9,1900000,35.43104,31.80278,96.37174,3.802792,1.97,23.10973,0.481362353,0,2.856276446,4.898399965,2.302208272,0,0,0,0,1.11408625283702
27,"Norway","NOR",2001,57012.71867,54748.10646,56137.23112,4513751,3.737999916,78.78536585,12.35818,23.622,3073000,44.9623,28.31716,83.35486,1.67365,1.78,35.20558,1.833750291,1,1.559548852,1.316706803,2.537301756,0,0,0,0,1.58781106579897
28,"Poland","POL",2001,16426.98035,15351.59198,16220.02911,38248076,18.37299919,74.2,124.8754,38.239,1.5e+07,27.22985,30.84535,103.6154,3.122914,1.31,27.47639,2.979719901,0,1.275903178,4.650864353,5.65722347,0,0,0,0,0.88278622223447
29,"Portugal","PRT",2001,30794.53284,29509.61677,30421.18471,10362722,3.828000069,76.81463415,113.2538,44.956,5392000,27.43733,37.65463,110.2173,3.715983,1.45,24.14388,5.031968341,0,1.227263608,3.320508321,3.089053832,0,0,0,0,0.728657538262891
30,"Slovak Republic","SVK",2001,16640.29159,15879.44638,16086.44697,5378867,19.38199997,73.40243902,111.8268,43.837,1219000,57.11819,64.56111,107.4429,5.121485,1.2,29.84646,4.983664672,0,3.442926965,-0.207809565,1.303575594,0,0,0,0,0.884715117196715
31,"Slovenia","SVN",2001,27199.55277,25534.02039,26393.46361,1992060,5.68200016,75.75853659,98.91063,49.22,1219000,51.74663,52.78744,101.0408,8.675216,1.21,30.55059,2.400807471,0,3.05412421,5.257453719,3.365875016,0,0,0,0,0.980282999137674
32,"Spain","ESP",2001,35945.63388,33238.66028,34826.28874,40850412,10.34799957,79.36829268,81.94338,23.657,48565000,27.86162,30.13554,102.2739,4.108286,1.23,27.95534,4.608644236,0,3.214081018,4.067824456,4.776451415,0,0,0,0,0.924543578777749
33,"Sweden","SWE",2001,41543.44421,39207.31183,41052.50896,8895960,4.730000019,79.79512195,21.67949,15.929,4108000,42.92075,37.66754,94.92137,2.466885,1.57,26.01442,7.515726816,0,1.177501892,4.165978928,4.598254794,0,0,0,0,1.13946251865665
34,"Switzerland","CHE",2001,58998.14111,56701.56127,58603.61051,7229854,2.49000001,80.1804878,182.9278,26.625,7455000,50.88934,45.27436,94.38505,1.018702,1.38,26.25422,3.504636375,0,0.67337177,1.210872157,3.354383729,0,0,0,0,1.12402118991853
35,"Turkey","TUR",2001,14331.72129,14728.49558,15469.83788,64192243,8.380999565,70.56,83.40663,34.66,10783000,26.57792,22.82091,96.24299,52.92366,2.451,25.59681,1.673891522,0,-7.357004008,-4.874775392,5.033387836,0,0,0,0,1.16463015716726
36,"United Kingdom","GBR",2001,39114.66648,36996.12905,38131.37306,59119673,4.695000172,77.99268293,244.3669,21.249,20982000,25.03635,27.23727,102.2008,0.996185,1.63,22.06192,3.419665081,1,2.578699221,3.083961783,3.068548094,0,0,0,0,0.919194544827731
37,"United States","USA",2001,50237.65618,48784.38583,50235.82309,284968955,4.730999947,76.83658537,31.10363,20.766,46927000,9.682983,13.15997,103.477,2.193425,2.0305,21.47399,1.630116343,2,0.003648979,3.557193092,2.975208626,0,0,0,0,0.735790659097247
38,"Brazil","BRA",2001,11598.69385,11269.00935,11597.14334,177196054,9.609999657,70.462,21.20042,18.447,4773000,12.37171,14.56457,102.1929,8.225094,2.232,22.63953,4.152126833,0,0.013369738,-1.009139625,2.911826443,0,0,0,0,0.849438740724924
39,"China","CHN",2001,3681.517892,3179.943312,3422.891034,1271850000,3.802000046,71.732,135.473,62.907,33167000,20.31215,18.21521,98.25224,2.043115,1.597,44.79343,3.51300212,0,7.555801672,6.739270027,7.640001655,0,0,0,0,1.11512027585737
